ID,Class
7131,air_conditioner
5658,siren
570,drilling
57,drilling
5253,drilling
749,engine_idling
8216,dog_bark
7619,siren
5181,dog_bark
6054,car_horn
2461,drilling
5689,street_music
1569,drilling
7060,air_conditioner
4249,engine_idling
5302,jackhammer
5869,jackhammer
1715,street_music
8472,children_playing
7162,gun_shot
3776,dog_bark
1938,car_horn
3061,street_music
2790,jackhammer
2140,jackhammer
1598,jackhammer
1690,jackhammer
6644,siren
2669,air_conditioner
4776,siren
8706,siren
995,drilling
829,air_conditioner
6954,dog_bark
2494,engine_idling
8274,engine_idling
6068,street_music
1883,dog_bark
8444,air_conditioner
5908,siren
3367,car_horn
8219,engine_idling
2695,engine_idling
4474,jackhammer
3206,engine_idling
2333,air_conditioner
1556,jackhammer
7954,drilling
3896,air_conditioner
3185,street_music
6562,jackhammer
6497,car_horn
3050,engine_idling
1338,street_music
8307,car_horn
1841,jackhammer
285,jackhammer
8064,dog_bark
8625,car_horn
2750,jackhammer
6961,air_conditioner
6270,siren
8293,jackhammer
4919,air_conditioner
5640,jackhammer
1415,children_playing
6480,children_playing
3531,dog_bark
1941,engine_idling
858,engine_idling
1497,children_playing
8401,jackhammer
1462,street_music
4927,car_horn
7432,street_music
2763,jackhammer
7347,gun_shot
3871,siren
5511,air_conditioner
342,children_playing
4632,dog_bark
2019,siren
7699,car_horn
148,car_horn
5356,jackhammer
5847,dog_bark
8344,siren
8310,car_horn
6443,car_horn
7585,gun_shot
4081,air_conditioner
2917,gun_shot
6543,dog_bark
4658,engine_idling
6977,engine_idling
3281,children_playing
8653,drilling
5960,street_music
6991,siren
6109,street_music
1032,street_music
72,street_music
4836,children_playing
6179,engine_idling
6589,dog_bark
4609,children_playing
1353,drilling
1312,engine_idling
7657,dog_bark
4138,engine_idling
2555,children_playing
2529,street_music
3621,children_playing
6080,air_conditioner
5867,engine_idling
2666,siren
3753,car_horn
1653,gun_shot
3528,jackhammer
3143,street_music
6230,engine_idling
8443,car_horn
4041,car_horn
2379,engine_idling
3580,street_music
2739,siren
6434,air_conditioner
7203,children_playing
5558,siren
613,siren
6655,siren
8447,dog_bark
7084,street_music
8156,street_music
3947,street_music
6189,siren
6742,dog_bark
1365,siren
1059,gun_shot
2449,air_conditioner
6010,air_conditioner
6929,air_conditioner
484,children_playing
160,dog_bark
8594,car_horn
67,children_playing
5412,jackhammer
6653,dog_bark
3008,engine_idling
511,children_playing
7697,engine_idling
4201,street_music
1314,gun_shot
5128,dog_bark
5988,engine_idling
444,car_horn
2291,gun_shot
4749,air_conditioner
2219,children_playing
7966,dog_bark
7685,jackhammer
7595,jackhammer
583,dog_bark
4637,air_conditioner
6668,car_horn
2756,drilling
2330,drilling
5147,dog_bark
3016,drilling
1228,jackhammer
4170,jackhammer
5336,engine_idling
6138,drilling
5338,jackhammer
7091,children_playing
7975,siren
430,siren
5597,jackhammer
4236,drilling
2548,car_horn
2103,street_music
7065,dog_bark
8673,dog_bark
5600,drilling
5085,children_playing
1606,car_horn
2686,car_horn
4078,street_music
6085,engine_idling
3349,jackhammer
2473,siren
693,air_conditioner
5089,children_playing
6652,air_conditioner
6610,drilling
7323,drilling
1100,air_conditioner
3813,siren
2033,dog_bark
6445,gun_shot
3187,children_playing
2258,children_playing
7338,dog_bark
1028,engine_idling
845,engine_idling
7568,drilling
600,street_music
4863,dog_bark
853,children_playing
3731,children_playing
7142,engine_idling
3861,engine_idling
6573,street_music
4386,siren
7522,dog_bark
449,dog_bark
1512,drilling
4925,street_music
3486,jackhammer
2338,dog_bark
3941,engine_idling
3584,siren
7529,siren
2190,drilling
7538,engine_idling
8382,dog_bark
7744,street_music
3433,air_conditioner
8142,engine_idling
7868,car_horn
8724,children_playing
1072,children_playing
2057,car_horn
4574,children_playing
339,street_music
6291,engine_idling
8660,street_music
1235,jackhammer
6770,jackhammer
1796,air_conditioner
3985,engine_idling
7641,street_music
5645,dog_bark
3903,air_conditioner
35,gun_shot
3286,jackhammer
2593,jackhammer
7503,jackhammer
1716,street_music
1231,dog_bark
4963,engine_idling
557,air_conditioner
1181,children_playing
5503,engine_idling
2884,siren
7431,dog_bark
3055,engine_idling
4728,air_conditioner
4959,drilling
3082,drilling
2050,jackhammer
4083,children_playing
7995,engine_idling
5528,drilling
7178,drilling
8612,siren
3131,air_conditioner
3089,street_music
4314,engine_idling
3994,children_playing
2544,car_horn
5564,engine_idling
5497,car_horn
8628,children_playing
2425,air_conditioner
3200,dog_bark
7558,drilling
7898,car_horn
952,dog_bark
4563,drilling
1840,gun_shot
1047,car_horn
6820,dog_bark
1156,children_playing
2309,engine_idling
2523,siren
4045,drilling
5233,jackhammer
7256,siren
5962,dog_bark
6180,jackhammer
308,street_music
2464,children_playing
2132,engine_idling
5149,street_music
4821,air_conditioner
2699,children_playing
7009,children_playing
3729,engine_idling
6536,dog_bark
4075,dog_bark
2324,dog_bark
5199,air_conditioner
1361,dog_bark
2664,siren
2067,air_conditioner
5406,air_conditioner
5761,street_music
7069,air_conditioner
7939,children_playing
7982,air_conditioner
4193,car_horn
7674,drilling
516,dog_bark
2703,children_playing
358,siren
3805,jackhammer
2025,jackhammer
2201,dog_bark
2169,children_playing
3574,engine_idling
249,siren
4943,gun_shot
2946,drilling
1891,dog_bark
803,drilling
1257,street_music
5051,drilling
7577,children_playing
8193,children_playing
2304,gun_shot
7019,street_music
8501,street_music
4290,children_playing
6245,drilling
4614,siren
691,engine_idling
5796,gun_shot
4653,siren
1045,engine_idling
1612,jackhammer
6667,drilling
2084,dog_bark
6765,drilling
5966,siren
93,street_music
5234,siren
6852,street_music
8587,drilling
4527,children_playing
5456,siren
7405,drilling
7467,engine_idling
3320,dog_bark
7723,street_music
1945,drilling
8598,drilling
2532,children_playing
2499,children_playing
3978,siren
3034,siren
7638,air_conditioner
6638,children_playing
1056,children_playing
7929,drilling
6487,street_music
4778,air_conditioner
7779,children_playing
4197,jackhammer
8596,siren
5623,drilling
8465,dog_bark
1150,drilling
3848,children_playing
811,air_conditioner
349,car_horn
7516,gun_shot
5323,air_conditioner
5607,engine_idling
4164,siren
1564,gun_shot
3101,street_music
2017,jackhammer
121,jackhammer
3209,children_playing
3669,engine_idling
5808,children_playing
4829,jackhammer
1542,street_music
1848,siren
8008,gun_shot
1615,car_horn
4873,engine_idling
196,dog_bark
3860,dog_bark
728,siren
4952,drilling
4911,drilling
8500,engine_idling
540,dog_bark
5852,engine_idling
876,engine_idling
3799,street_music
8283,siren
7623,street_music
2592,siren
3628,jackhammer
7027,siren
7259,air_conditioner
3658,engine_idling
6661,siren
3033,car_horn
4393,dog_bark
2870,street_music
4852,air_conditioner
4068,street_music
4273,gun_shot
77,air_conditioner
3839,engine_idling
5864,jackhammer
730,jackhammer
7026,air_conditioner
6001,street_music
2574,street_music
8033,air_conditioner
4320,children_playing
8311,car_horn
4021,air_conditioner
3429,car_horn
8715,siren
7576,children_playing
6158,street_music
4572,drilling
7776,dog_bark
6357,dog_bark
1630,air_conditioner
5195,air_conditioner
6050,air_conditioner
1063,air_conditioner
3756,siren
3548,gun_shot
7756,air_conditioner
4091,street_music
5572,engine_idling
5427,siren
2142,jackhammer
3915,children_playing
2246,drilling
5663,siren
3890,engine_idling
6824,engine_idling
6566,dog_bark
4014,children_playing
1502,gun_shot
4353,air_conditioner
6931,siren
1106,children_playing
3336,drilling
3943,street_music
6181,jackhammer
7850,car_horn
1899,siren
6466,children_playing
3343,children_playing
5639,dog_bark
3024,dog_bark
1203,air_conditioner
3909,street_music
3337,air_conditioner
612,drilling
4683,dog_bark
8409,dog_bark
8182,street_music
7170,drilling
2250,car_horn
3453,jackhammer
8315,children_playing
5560,children_playing
5211,engine_idling
590,street_music
5461,siren
7035,air_conditioner
3299,engine_idling
7853,jackhammer
5940,street_music
6121,gun_shot
3547,car_horn
1316,street_music
5289,street_music
3501,siren
8090,engine_idling
3529,children_playing
397,siren
3652,gun_shot
5465,engine_idling
4482,street_music
7387,air_conditioner
7765,siren
515,street_music
3452,siren
3739,engine_idling
5526,air_conditioner
8693,car_horn
5270,drilling
7279,drilling
3970,street_music
990,drilling
1829,children_playing
3951,engine_idling
2290,street_music
2900,street_music
3597,engine_idling
6418,drilling
5999,drilling
6486,air_conditioner
5770,jackhammer
2236,street_music
5540,engine_idling
7002,engine_idling
90,siren
2081,jackhammer
4341,dog_bark
1960,dog_bark
6318,siren
8643,jackhammer
7675,car_horn
2433,dog_bark
8720,street_music
2188,drilling
3087,siren
8377,street_music
6100,engine_idling
5360,dog_bark
4311,children_playing
4618,engine_idling
6502,air_conditioner
1483,engine_idling
953,street_music
2995,street_music
2193,jackhammer
315,jackhammer
7354,car_horn
6563,jackhammer
4974,dog_bark
7565,car_horn
8183,air_conditioner
3068,dog_bark
1332,siren
8705,jackhammer
1349,jackhammer
1087,air_conditioner
1444,engine_idling
6347,engine_idling
2733,engine_idling
3640,children_playing
3317,siren
8650,dog_bark
1702,dog_bark
4968,drilling
2047,drilling
4327,street_music
5654,car_horn
1292,air_conditioner
1276,gun_shot
5125,street_music
2460,dog_bark
787,jackhammer
3911,siren
6346,air_conditioner
2836,street_music
2037,children_playing
3718,drilling
1816,siren
6800,dog_bark
6115,drilling
5114,children_playing
7374,drilling
2237,engine_idling
5725,drilling
579,siren
1078,car_horn
1755,car_horn
2124,children_playing
54,children_playing
1794,car_horn
7030,street_music
305,children_playing
2911,engine_idling
6469,jackhammer
4733,air_conditioner
3308,jackhammer
7874,siren
7582,jackhammer
4004,engine_idling
4663,dog_bark
6274,children_playing
3678,air_conditioner
1957,car_horn
5542,air_conditioner
7586,street_music
7176,air_conditioner
1745,street_music
4029,children_playing
2909,drilling
352,engine_idling
6817,siren
7631,children_playing
4504,children_playing
7792,car_horn
2713,siren
4293,jackhammer
4313,street_music
6715,jackhammer
2971,engine_idling
4289,jackhammer
3042,car_horn
573,drilling
685,engine_idling
1447,jackhammer
8049,car_horn
5670,gun_shot
5017,gun_shot
6947,jackhammer
2691,dog_bark
7622,engine_idling
5824,siren
367,gun_shot
7855,drilling
2197,street_music
6737,street_music
27,siren
6232,siren
746,air_conditioner
3178,siren
5963,dog_bark
7452,engine_idling
8626,drilling
313,dog_bark
2507,engine_idling
1217,street_music
2707,street_music
6029,jackhammer
7942,dog_bark
7227,dog_bark
3868,siren
7483,street_music
4425,drilling
753,street_music
1761,drilling
7531,engine_idling
1262,children_playing
5251,street_music
3698,dog_bark
3180,jackhammer
8306,siren
6521,street_music
2029,siren
2658,jackhammer
258,jackhammer
5223,jackhammer
7448,siren
4879,engine_idling
1459,dog_bark
4986,car_horn
3905,dog_bark
6317,siren
3604,children_playing
798,street_music
6839,dog_bark
8314,car_horn
8078,children_playing
3069,children_playing
3975,siren
6937,children_playing
4450,air_conditioner
5615,gun_shot
4080,gun_shot
2095,street_music
7713,dog_bark
7629,jackhammer
114,air_conditioner
5952,dog_bark
4234,air_conditioner
6282,jackhammer
4217,drilling
4931,air_conditioner
7206,engine_idling
8496,air_conditioner
7121,children_playing
6768,jackhammer
6292,children_playing
5614,drilling
7828,jackhammer
2108,engine_idling
5244,engine_idling
2657,siren
8192,children_playing
1532,siren
2700,gun_shot
4716,gun_shot
6095,engine_idling
4659,engine_idling
7601,air_conditioner
3223,drilling
7508,engine_idling
1567,jackhammer
3696,siren
272,drilling
688,drilling
8057,jackhammer
1329,engine_idling
3847,engine_idling
5734,children_playing
4328,street_music
3851,children_playing
6965,car_horn
5082,jackhammer
8470,street_music
4585,air_conditioner
6132,drilling
8194,jackhammer
914,car_horn
56,children_playing
5736,jackhammer
5996,dog_bark
2871,engine_idling
6278,dog_bark
1908,siren
6422,car_horn
6606,jackhammer
4521,drilling
8562,street_music
899,siren
4547,air_conditioner
3955,dog_bark
8450,drilling
1614,air_conditioner
475,dog_bark
8458,air_conditioner
7910,drilling
1377,engine_idling
7520,dog_bark
4940,jackhammer
6271,drilling
533,drilling
2552,street_music
7072,children_playing
2825,jackhammer
6452,dog_bark
4362,children_playing
8352,engine_idling
1022,children_playing
366,engine_idling
4415,siren
5198,drilling
3711,street_music
5508,air_conditioner
5964,drilling
8317,children_playing
1935,engine_idling
8131,engine_idling
3747,engine_idling
71,dog_bark
372,children_playing
1621,engine_idling
791,street_music
1244,gun_shot
7839,street_music
979,drilling
1436,drilling
8437,siren
4379,engine_idling
4662,jackhammer
4721,car_horn
1195,engine_idling
5937,siren
5459,air_conditioner
5040,engine_idling
5672,dog_bark
1817,dog_bark
6823,siren
1218,siren
6056,jackhammer
6558,siren
4018,air_conditioner
4523,siren
4473,siren
2674,air_conditioner
471,air_conditioner
3211,drilling
5671,jackhammer
5650,jackhammer
1944,engine_idling
8543,air_conditioner
930,dog_bark
7931,siren
4989,engine_idling
5042,street_music
2944,air_conditioner
965,air_conditioner
1418,dog_bark
1968,children_playing
134,children_playing
8259,drilling
3196,gun_shot
3416,drilling
6234,air_conditioner
1479,street_music
8503,engine_idling
4182,siren
3420,engine_idling
7721,drilling
6918,dog_bark
5533,street_music
5331,street_music
3595,dog_bark
7370,air_conditioner
6035,drilling
1791,street_music
3830,air_conditioner
4834,drilling
1997,air_conditioner
1300,drilling
232,jackhammer
4247,street_music
3582,jackhammer
6072,jackhammer
6793,air_conditioner
2945,engine_idling
318,car_horn
1777,gun_shot
6464,drilling
3496,dog_bark
1414,engine_idling
3822,children_playing
8457,gun_shot
1879,siren
5060,air_conditioner
5010,siren
1783,children_playing
7029,car_horn
8428,street_music
380,drilling
4406,jackhammer
8100,children_playing
2815,siren
11,drilling
2989,dog_bark
4417,car_horn
4735,siren
8717,jackhammer
7893,drilling
6604,car_horn
1623,siren
8397,jackhammer
4756,jackhammer
4226,dog_bark
8656,dog_bark
1918,drilling
6865,engine_idling
7735,air_conditioner
4446,street_music
2676,air_conditioner
4397,gun_shot
6815,jackhammer
1055,jackhammer
687,siren
6620,jackhammer
1287,dog_bark
754,drilling
1295,siren
660,drilling
4142,jackhammer
7020,dog_bark
5310,dog_bark
8507,children_playing
7524,siren
184,jackhammer
7111,air_conditioner
8118,children_playing
6802,jackhammer
2078,air_conditioner
7322,car_horn
5599,children_playing
855,air_conditioner
1068,siren
385,siren
4277,dog_bark
3254,jackhammer
5637,siren
5395,siren
1898,jackhammer
7807,dog_bark
6014,drilling
8296,children_playing
826,engine_idling
2991,drilling
3092,jackhammer
2690,car_horn
5592,drilling
7873,drilling
3734,children_playing
2760,air_conditioner
1003,dog_bark
2928,air_conditioner
4641,car_horn
7589,air_conditioner
5857,street_music
8334,children_playing
453,dog_bark
2794,siren
8406,car_horn
1303,car_horn
2450,car_horn
5246,street_music
3482,dog_bark
6782,street_music
5721,dog_bark
2254,siren
7343,engine_idling
5032,air_conditioner
2351,siren
6379,drilling
2914,gun_shot
2001,dog_bark
5084,drilling
402,jackhammer
2887,siren
7830,gun_shot
4826,children_playing
1477,gun_shot
2795,jackhammer
4622,dog_bark
4616,dog_bark
2043,engine_idling
8644,dog_bark
7109,children_playing
1863,siren
1773,air_conditioner
6831,street_music
4677,jackhammer
8079,dog_bark
7063,children_playing
6910,children_playing
4453,dog_bark
8473,car_horn
4281,siren
5619,air_conditioner
2456,drilling
5214,siren
3390,jackhammer
7673,car_horn
7750,engine_idling
4894,dog_bark
6484,siren
3352,car_horn
7336,engine_idling
216,drilling
2452,jackhammer
2813,engine_idling
5784,engine_idling
4161,dog_bark
6949,dog_bark
2873,air_conditioner
737,siren
8448,children_playing
713,drilling
5390,engine_idling
3379,street_music
4791,engine_idling
6272,engine_idling
7475,children_playing
7258,street_music
2891,siren
8073,air_conditioner
6866,dog_bark
7136,gun_shot
7569,jackhammer
703,street_music
801,drilling
6889,children_playing
7313,children_playing
1236,siren
49,drilling
3555,air_conditioner
7917,car_horn
1467,engine_idling
6963,dog_bark
3398,dog_bark
5109,street_music
8155,air_conditioner
4179,car_horn
5687,car_horn
2872,car_horn
5746,gun_shot
5953,drilling
2639,drilling
1112,street_music
2228,children_playing
3324,engine_idling
1802,jackhammer
1306,jackhammer
1270,street_music
2516,siren
5726,engine_idling
4475,siren
4056,gun_shot
2636,children_playing
1265,dog_bark
576,street_music
4785,street_music
4359,drilling
2448,dog_bark
7272,car_horn
4775,children_playing
219,drilling
6507,children_playing
5760,air_conditioner
3332,drilling
3735,car_horn
4883,car_horn
1812,jackhammer
3077,air_conditioner
6932,gun_shot
236,dog_bark
6224,siren
3231,air_conditioner
794,drilling
7478,drilling
3225,drilling
3267,drilling
8364,street_music
1220,drilling
3499,siren
1230,drilling
1593,drilling
4887,dog_bark
1148,engine_idling
7046,siren
159,siren
4324,dog_bark
7156,air_conditioner
4028,dog_bark
6575,air_conditioner
2584,children_playing
5176,car_horn
2747,car_horn
699,street_music
6710,street_music
5944,dog_bark
472,gun_shot
5858,children_playing
2783,dog_bark
5556,children_playing
4451,siren
5064,drilling
4976,siren
5715,drilling
1251,siren
2746,children_playing
4861,siren
8520,jackhammer
1632,street_music
477,jackhammer
7949,car_horn
7418,siren
2447,drilling
3345,air_conditioner
3051,engine_idling
5783,car_horn
493,car_horn
7087,engine_idling
2297,siren
6188,street_music
6416,air_conditioner
3764,children_playing
3103,car_horn
1175,jackhammer
3325,dog_bark
8069,jackhammer
840,drilling
2601,siren
5733,children_playing
3270,drilling
6227,engine_idling
2962,street_music
2828,siren
5023,drilling
5707,jackhammer
3218,street_music
2996,drilling
4724,street_music
3370,dog_bark
8012,drilling
7408,children_playing
8565,engine_idling
2127,dog_bark
2354,children_playing
8231,engine_idling
8703,gun_shot
4539,jackhammer
2066,children_playing
188,engine_idling
7513,street_music
7179,jackhammer
2205,siren
7340,gun_shot
5312,car_horn
1007,car_horn
7366,street_music
1243,dog_bark
6654,street_music
669,siren
7012,drilling
6427,air_conditioner
3811,jackhammer
3397,air_conditioner
1656,gun_shot
4793,drilling
7059,engine_idling
4137,siren
4928,air_conditioner
1006,jackhammer
5695,drilling
646,street_music
6818,car_horn
7211,engine_idling
5927,dog_bark
5384,engine_idling
6030,air_conditioner
2647,car_horn
6088,dog_bark
5755,jackhammer
7844,siren
2369,air_conditioner
4131,air_conditioner
6453,siren
5189,jackhammer
2198,siren
7198,jackhammer
5918,street_music
761,siren
6183,children_playing
2605,air_conditioner
3670,engine_idling
7436,street_music
7349,jackhammer
2412,children_playing
5977,street_music
6524,children_playing
719,jackhammer
6371,engine_idling
1317,jackhammer
8395,dog_bark
1334,jackhammer
8586,dog_bark
245,dog_bark
3666,children_playing
951,dog_bark
3432,engine_idling
8665,siren
4198,dog_bark
8570,drilling
1174,car_horn
8188,siren
7507,children_playing
8154,dog_bark
338,dog_bark
6846,air_conditioner
7213,jackhammer
1277,children_playing
383,gun_shot
5751,engine_idling
1950,dog_bark
2992,jackhammer
248,siren
3362,siren
3808,dog_bark
896,engine_idling
7525,air_conditioner
2685,street_music
4006,children_playing
7297,engine_idling
3006,engine_idling
4456,air_conditioner
7944,dog_bark
6618,air_conditioner
309,siren
4629,engine_idling
2398,dog_bark
5480,siren
1730,engine_idling
5886,jackhammer
4534,engine_idling
2048,engine_idling
2157,jackhammer
447,engine_idling
3681,jackhammer
6691,car_horn
327,dog_bark
4490,air_conditioner
1118,dog_bark
4665,car_horn
2773,children_playing
6830,air_conditioner
585,siren
4439,engine_idling
2781,street_music
6922,street_music
1540,siren
3117,children_playing
171,engine_idling
3235,street_music
2410,children_playing
7316,jackhammer
7978,siren
3220,drilling
6173,drilling
6440,air_conditioner
226,air_conditioner
5507,gun_shot
239,drilling
6431,street_music
4429,car_horn
3266,children_playing
6542,drilling
1318,jackhammer
7137,siren
6544,car_horn
3846,drilling
3331,siren
2531,street_music
6256,car_horn
1881,dog_bark
7451,dog_bark
2651,engine_idling
7563,street_music
7653,air_conditioner
2942,drilling
3302,air_conditioner
6300,siren
1741,children_playing
8189,dog_bark
6596,children_playing
710,street_music
1437,car_horn
6034,jackhammer
167,dog_bark
5411,street_music
5374,jackhammer
7401,drilling
351,drilling
2121,children_playing
7620,children_playing
7472,siren
3691,drilling
5049,engine_idling
2567,engine_idling
482,dog_bark
8518,jackhammer
677,drilling
2372,dog_bark
252,dog_bark
208,drilling
7875,engine_idling
4806,air_conditioner
1396,drilling
438,children_playing
5772,siren
3959,air_conditioner
6629,jackhammer
5028,dog_bark
1219,car_horn
5426,car_horn
4011,dog_bark
5452,jackhammer
1302,drilling
5190,jackhammer
5876,air_conditioner
8536,siren
247,street_music
8327,siren
7398,street_music
3948,car_horn
2099,engine_idling
6374,drilling
1560,street_music
1085,engine_idling
6378,dog_bark
1182,car_horn
907,car_horn
1818,air_conditioner
7900,jackhammer
1819,air_conditioner
8356,engine_idling
1904,air_conditioner
4076,street_music
3328,jackhammer
3492,dog_bark
6797,drilling
5448,car_horn
3205,air_conditioner
1308,street_music
977,siren
4323,siren
7825,jackhammer
3798,siren
8305,children_playing
2002,siren
120,street_music
8607,siren
4012,engine_idling
7694,engine_idling
8176,siren
7460,air_conditioner
2141,siren
8663,children_playing
3098,siren
679,engine_idling
2388,drilling
4096,drilling
2382,drilling
5081,street_music
5928,jackhammer
854,gun_shot
6017,street_music
5447,air_conditioner
6510,children_playing
3663,street_music
8438,engine_idling
6449,siren
4352,engine_idling
4953,gun_shot
7932,jackhammer
4110,siren
5722,jackhammer
6059,dog_bark
6021,jackhammer
4205,siren
4803,children_playing
5005,siren
7185,children_playing
8229,siren
7751,jackhammer
7981,dog_bark
4123,siren
3607,dog_bark
1943,air_conditioner
4279,drilling
2073,children_playing
7980,siren
3102,engine_idling
4690,dog_bark
6841,dog_bark
2487,siren
3191,siren
549,street_music
7804,drilling
1326,air_conditioner
2954,air_conditioner
1517,children_playing
622,dog_bark
3788,air_conditioner
6408,engine_idling
242,engine_idling
5513,gun_shot
3333,jackhammer
3675,air_conditioner
6376,drilling
5068,dog_bark
597,jackhammer
838,engine_idling
3653,air_conditioner
2632,street_music
7842,siren
5841,children_playing
2477,dog_bark
735,jackhammer
3115,street_music
4723,engine_idling
1754,car_horn
8174,drilling
1980,air_conditioner
2855,engine_idling
1151,children_playing
7821,siren
8635,children_playing
7607,jackhammer
2997,drilling
91,jackhammer
1720,dog_bark
2123,street_music
6016,siren
5820,drilling
5493,air_conditioner
6774,children_playing
7429,car_horn
8729,air_conditioner
2129,engine_idling
4210,children_playing
4443,jackhammer
6763,children_playing
6628,siren
5914,dog_bark
3279,jackhammer
1488,car_horn
6066,air_conditioner
8616,gun_shot
7457,children_playing
8140,drilling
835,siren
652,car_horn
5825,children_playing
6893,drilling
1974,children_playing
5316,jackhammer
7579,dog_bark
3419,air_conditioner
996,street_music
2614,siren
6740,jackhammer
889,gun_shot
3703,street_music
4685,jackhammer
8145,street_music
1725,drilling
2807,drilling
1475,drilling
7459,children_playing
6777,children_playing
3435,dog_bark
3784,car_horn
5692,jackhammer
7543,street_music
3001,dog_bark
5315,engine_idling
572,children_playing
2195,air_conditioner
1052,drilling
381,jackhammer
6177,drilling
507,dog_bark
5816,air_conditioner
7726,siren
4390,jackhammer
1813,engine_idling
7656,jackhammer
4464,air_conditioner
3078,jackhammer
8624,drilling
2575,jackhammer
2661,engine_idling
7593,jackhammer
819,air_conditioner
2446,dog_bark
750,jackhammer
955,engine_idling
3358,siren
2623,dog_bark
686,siren
4668,air_conditioner
437,engine_idling
5521,street_music
5364,dog_bark
4726,drilling
5003,siren
8721,engine_idling
4988,air_conditioner
5351,air_conditioner
1561,engine_idling
6791,air_conditioner
2308,air_conditioner
3441,siren
6462,street_music
7490,engine_idling
1180,car_horn
153,jackhammer
7180,dog_bark
6070,gun_shot
4364,car_horn
3583,air_conditioner
5219,car_horn
802,air_conditioner
7740,street_music
117,engine_idling
6031,siren
400,air_conditioner
7858,drilling
6979,jackhammer
3662,engine_idling
1200,street_music
2478,dog_bark
8294,engine_idling
6616,jackhammer
3540,drilling
4750,car_horn
4189,gun_shot
6631,jackhammer
7380,dog_bark
5815,car_horn
7997,dog_bark
3945,siren
2770,engine_idling
3259,air_conditioner
4431,siren
8393,drilling
5764,jackhammer
2732,dog_bark
5217,air_conditioner
3248,dog_bark
1529,street_music
8004,dog_bark
12,gun_shot
6211,children_playing
